时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-6-5 18:12:15:400	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.122	0.000	73.94	20.43	-36.36	-24.625	-89.750	-111.508	0.71912	0.60312	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:454	WTSDCL(FE:D5:86:66:1D:7C)	-0.228	-0.972	0.082	0.061	1.892	0.366	-85.69	13.93	48.62	40.233	50.575	19.192	-0.62967	0.65118	0.19839	-0.37418	6.8	10092.1.12	100
2025-6-5 18:12:15:469	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.183	-0.061	0.183	75.69	-18.29	-175.33	-16.125	-50.750	72.833	0.12848	-0.10065	-0.60760	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:520	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.122	0.000	73.94	20.43	-36.36	-24.625	-89.750	-111.508	0.71912	0.60312	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:546	WTSDCL(FE:D5:86:66:1D:7C)	-0.229	-0.976	0.079	0.305	2.014	0.854	-85.70	13.91	48.57	40.233	50.575	19.192	-0.62936	0.65186	0.19650	-0.37445	6.8	10092.1.12	100
2025-6-5 18:12:15:557	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.916	0.239	0.244	0.000	0.183	75.69	-18.29	-175.34	-15.250	-50.625	71.558	0.12848	-0.10065	-0.60760	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:584	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.427	-0.122	0.000	73.94	20.42	-36.36	-24.625	-89.750	-111.508	0.71912	0.60309	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:657	WTSDCL(FE:D5:86:66:1D:7C)	-0.226	-0.971	0.081	0.183	2.075	1.709	-85.69	14.03	48.54	40.233	50.575	19.192	-0.62936	0.65186	0.19650	-0.37445	6.8	10092.1.12	100
2025-6-5 18:12:15:678	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.183	0.000	0.122	75.70	-18.29	-175.35	-15.250	-50.625	71.558	0.12848	-0.10065	-0.60760	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:701	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.061	0.000	73.94	20.42	-36.36	-24.625	-89.750	-111.508	0.71912	0.60309	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:740	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.305	0.000	0.183	75.70	-18.29	-175.36	-15.250	-50.625	71.558	0.12820	-0.10083	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:751	WTSDCL(FE:D5:86:66:1D:7C)	-0.230	-0.979	0.084	0.061	0.488	2.563	-85.67	14.16	48.58	40.742	50.858	18.675	-0.62936	0.65186	0.19650	-0.37445	6.8	10092.1.12	100
2025-6-5 18:12:15:791	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.264	0.427	-0.122	0.000	73.94	20.42	-36.36	-25.625	-91.750	-110.617	0.71912	0.60309	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:858	WT901BLE67(E9:8A:1A:DD:D5:28)	0.312	0.915	0.239	0.244	-0.061	0.122	75.70	-18.29	-175.36	-15.250	-50.625	71.558	0.12820	-0.10083	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:879	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.972	0.081	0.305	1.526	1.892	-85.65	14.39	48.66	40.742	50.858	18.675	-0.62936	0.65186	0.19650	-0.37445	6.8	10092.1.12	100
2025-6-5 18:12:15:909	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.366	-0.122	0.000	73.94	20.42	-36.36	-25.625	-91.750	-110.617	0.71912	0.60309	-0.05997	-0.33975	-3.3	10080.1.21	100
2025-6-5 18:12:15:952	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.916	0.239	0.305	-0.061	0.122	75.70	-18.29	-175.37	-15.625	-50.125	70.550	0.12820	-0.10083	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:15:960	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.971	0.081	-0.061	0.061	0.977	-85.62	14.46	48.73	40.742	50.858	18.675	-0.62750	0.65198	0.19449	-0.37845	6.8	10092.1.12	100
2025-6-5 18:12:16:0	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.122	0.000	73.94	20.42	-36.36	-25.625	-91.750	-110.617	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:74	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	0.000	0.183	75.70	-18.29	-175.38	-15.625	-50.125	70.550	0.12820	-0.10083	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:16:77	WTSDCL(FE:D5:86:66:1D:7C)	-0.232	-0.970	0.083	-0.061	1.526	-0.427	-85.62	14.41	48.80	40.742	50.858	18.675	-0.62750	0.65198	0.19449	-0.37845	6.8	10092.1.12	100
2025-6-5 18:12:16:119	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.061	0.000	73.94	20.42	-36.36	-25.625	-91.750	-110.617	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:158	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.916	0.239	0.244	-0.061	0.122	75.70	-18.29	-175.39	-15.625	-50.125	70.550	0.12799	-0.10098	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:16:170	WTSDCL(FE:D5:86:66:1D:7C)	-0.228	-0.970	0.084	0.122	1.526	-0.244	-85.63	14.33	48.75	41.067	50.900	19.050	-0.62750	0.65198	0.19449	-0.37845	6.8	10092.1.12	100
2025-6-5 18:12:16:178	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.305	-0.122	0.000	73.94	20.42	-36.36	-23.000	-87.875	-109.650	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:279	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.305	-0.122	0.122	75.70	-18.29	-175.40	-15.625	-50.125	70.550	0.12799	-0.10098	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:16:290	WTSDCL(FE:D5:86:66:1D:7C)	-0.229	-0.974	0.083	0.000	1.709	-0.977	-85.63	14.21	48.70	41.067	50.900	19.050	-0.62750	0.65198	0.19449	-0.37845	6.8	10092.1.12	100
2025-6-5 18:12:16:335	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.266	0.366	-0.061	0.000	73.93	20.42	-36.36	-23.000	-87.875	-109.650	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:339	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.916	0.238	0.305	-0.061	0.122	75.70	-18.29	-175.41	-13.750	-49.750	69.258	0.12799	-0.10098	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:16:385	WTSDCL(FE:D5:86:66:1D:7C)	-0.225	-0.977	0.079	0.000	2.014	-1.343	-85.65	14.06	48.64	41.067	50.900	19.050	-0.62921	0.65167	0.19656	-0.37503	6.8	10092.1.12	100
2025-6-5 18:12:16:387	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.366	-0.122	0.000	73.93	20.42	-36.36	-23.000	-87.875	-109.650	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:471	WTSDCL(FE:D5:86:66:1D:7C)	-0.221	-0.977	0.079	0.000	2.014	-0.793	-85.68	13.93	48.62	41.067	50.900	19.050	-0.62921	0.65167	0.19656	-0.37503	6.8	10092.1.12	100
2025-6-5 18:12:16:487	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	-0.122	0.122	75.71	-18.29	-175.41	-13.750	-49.750	69.258	0.12799	-0.10098	-0.60764	-0.77722	-2.5	10080.1.21	100
2025-6-5 18:12:16:514	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.427	0.000	0.000	73.93	20.42	-36.36	-23.000	-87.875	-109.650	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:553	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.305	-0.061	0.122	75.71	-18.29	-175.42	-13.750	-49.750	69.258	0.12778	-0.10114	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:16:592	WTSDCL(FE:D5:86:66:1D:7C)	-0.221	-0.978	0.080	-0.061	1.587	0.244	-85.70	13.84	48.58	40.692	50.775	18.867	-0.62921	0.65167	0.19656	-0.37503	6.8	10092.1.12	100
2025-6-5 18:12:16:601	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.061	0.000	73.93	20.42	-36.36	-25.125	-90.750	-110.442	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:666	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.238	0.305	-0.061	0.183	75.71	-18.29	-175.43	-13.750	-49.750	69.258	0.12778	-0.10114	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:16:677	WTSDCL(FE:D5:86:66:1D:7C)	-0.221	-0.977	0.080	0.061	1.648	-0.549	-85.72	13.79	48.58	40.692	50.775	18.867	-0.62921	0.65167	0.19656	-0.37503	6.8	10092.1.12	100
2025-6-5 18:12:16:717	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.122	0.000	73.93	20.42	-36.36	-25.125	-90.750	-110.442	0.71915	0.60309	-0.05997	-0.33972	-3.3	10080.1.21	100
2025-6-5 18:12:16:763	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	-0.061	0.122	75.71	-18.29	-175.44	-15.500	-48.875	71.267	0.12778	-0.10114	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:16:767	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.978	0.082	0.366	2.075	-0.610	-85.72	13.69	48.56	40.692	50.775	18.867	-0.63025	0.65149	0.19794	-0.37292	6.8	10092.1.12	100
2025-6-5 18:12:16:816	WT901BLE67(C1:AA:08:9C:D1:14)	-0.322	0.908	0.265	0.427	-0.122	0.000	73.93	20.42	-36.36	-25.125	-90.750	-110.442	0.71915	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:16:876	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	0.000	0.183	75.71	-18.29	-175.45	-15.500	-48.875	71.267	0.12778	-0.10114	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:16:888	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.979	0.077	0.549	1.221	0.977	-85.69	13.69	48.52	40.692	50.775	18.867	-0.63025	0.65149	0.19794	-0.37292	6.8	10092.1.12	100
2025-6-5 18:12:16:926	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.122	-0.061	73.93	20.42	-36.36	-25.125	-90.750	-110.442	0.71915	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:16:967	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.244	0.000	0.183	75.71	-18.29	-175.45	-15.500	-48.875	71.267	0.12756	-0.10129	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:16:976	WTSDCL(FE:D5:86:66:1D:7C)	-0.215	-0.976	0.081	0.427	1.099	0.671	-85.65	13.66	48.58	40.442	50.717	18.900	-0.63025	0.65149	0.19794	-0.37292	6.8	10092.1.12	100
2025-6-5 18:12:17:1	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.427	-0.122	-0.061	73.93	20.42	-36.36	-22.375	-90.500	-111.008	0.71915	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:80	WTSDCL(FE:D5:86:66:1D:7C)	-0.222	-0.975	0.080	0.427	0.488	1.587	-85.62	13.74	48.65	40.442	50.717	18.900	-0.63025	0.65149	0.19794	-0.37292	6.8	10092.1.12	100
2025-6-5 18:12:17:87	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.244	0.000	0.183	75.71	-18.29	-175.46	-15.500	-48.875	71.267	0.12756	-0.10129	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:17:110	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.122	0.000	73.93	20.42	-36.36	-22.375	-90.500	-111.008	0.71915	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:149	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.244	-0.061	0.183	75.71	-18.29	-175.46	-17.375	-51.375	71.117	0.12756	-0.10129	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:17:189	WTSDCL(FE:D5:86:66:1D:7C)	-0.225	-0.975	0.085	0.671	0.916	1.648	-85.55	13.84	48.76	40.442	50.717	18.900	-0.62982	0.65045	0.19763	-0.37561	6.8	10092.1.12	100
2025-6-5 18:12:17:206	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.264	0.427	-0.122	-0.061	73.93	20.42	-36.36	-22.375	-90.500	-111.008	0.71918	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:271	WT901BLE67(E9:8A:1A:DD:D5:28)	0.312	0.915	0.240	0.305	0.000	0.183	75.71	-18.29	-175.47	-17.375	-51.375	71.117	0.12756	-0.10129	-0.60764	-0.77725	-2.5	10080.1.21	100
2025-6-5 18:12:17:285	WTSDCL(FE:D5:86:66:1D:7C)	-0.225	-0.972	0.080	0.549	0.549	1.892	-85.47	13.96	48.85	40.442	50.717	18.900	-0.62982	0.65045	0.19763	-0.37561	6.8	10092.1.12	100
2025-6-5 18:12:17:319	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.122	-0.061	73.93	20.42	-36.36	-22.375	-90.500	-111.008	0.71918	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:365	WT901BLE67(E9:8A:1A:DD:D5:28)	0.312	0.915	0.240	0.244	-0.061	0.183	75.71	-18.29	-175.48	-17.375	-51.375	71.117	0.12738	-0.10141	-0.60764	-0.77728	-2.5	10080.1.21	100
2025-6-5 18:12:17:373	WTSDCL(FE:D5:86:66:1D:7C)	-0.227	-0.970	0.087	0.610	0.732	1.465	-85.41	14.07	48.96	40.925	50.767	18.900	-0.62982	0.65045	0.19763	-0.37561	6.8	10092.1.12	100
2025-6-5 18:12:17:407	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.266	0.366	-0.061	0.000	73.93	20.42	-36.36	-22.875	-88.875	-109.850	0.71918	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:480	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.244	-0.061	0.183	75.71	-18.29	-175.48	-17.375	-51.375	71.117	0.12738	-0.10141	-0.60764	-0.77728	-2.5	10080.1.21	100
2025-6-5 18:12:17:488	WTSDCL(FE:D5:86:66:1D:7C)	-0.228	-0.974	0.091	0.427	1.282	0.610	-85.37	14.12	49.00	40.925	50.767	18.900	-0.62982	0.65045	0.19763	-0.37561	6.8	10092.1.12	100
2025-6-5 18:12:17:562	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.305	-0.183	0.000	73.93	20.42	-36.35	-22.875	-88.875	-109.850	0.71918	0.60309	-0.05997	-0.33969	-3.3	10080.1.21	100
2025-6-5 18:12:17:568	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.305	-0.061	0.183	75.71	-18.29	-175.49	-14.375	-53.500	70.883	0.12738	-0.10141	-0.60764	-0.77728	-2.5	10080.1.21	100
2025-6-5 18:12:17:578	WTSDCL(FE:D5:86:66:1D:7C)	-0.230	-0.971	0.088	0.366	1.404	0.000	-85.33	14.11	48.99	40.925	50.767	18.900	-0.62967	0.64941	0.19656	-0.37820	6.8	10092.1.12	100
2025-6-5 18:12:17:621	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.366	-0.122	-0.061	73.93	20.42	-36.35	-22.875	-88.875	-109.850	0.71918	0.60309	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:17:672	WTSDCL(FE:D5:86:66:1D:7C)	-0.230	-0.972	0.085	0.061	1.587	0.427	-85.33	14.10	48.94	40.925	50.767	18.900	-0.62967	0.64941	0.19656	-0.37820	6.8	10092.1.12	100
2025-6-5 18:12:17:686	WT901BLE67(E9:8A:1A:DD:D5:28)	0.312	0.915	0.239	0.244	0.000	0.183	75.71	-18.29	-175.50	-14.375	-53.500	70.883	0.12738	-0.10141	-0.60764	-0.77728	-2.5	10080.1.21	100
2025-6-5 18:12:17:742	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.266	0.427	-0.122	0.000	73.93	20.42	-36.35	-22.875	-88.875	-109.850	0.71918	0.60309	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:17:748	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.305	-0.061	0.183	75.71	-18.29	-175.50	-14.375	-53.500	70.883	0.12723	-0.10153	-0.60760	-0.77731	-2.5	10080.1.21	100
2025-6-5 18:12:17:792	WTSDCL(FE:D5:86:66:1D:7C)	-0.232	-0.968	0.090	0.061	1.282	2.258	-85.31	14.22	48.97	41.242	50.958	18.708	-0.62967	0.64941	0.19656	-0.37820	6.8	10092.1.12	100
2025-6-5 18:12:17:798	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.266	0.366	-0.061	0.000	73.93	20.42	-36.35	-22.500	-88.375	-108.883	0.71918	0.60309	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:17:882	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.972	0.091	0.000	1.770	1.648	-85.31	14.38	48.95	41.242	50.958	18.708	-0.62967	0.64941	0.19656	-0.37820	6.8	10092.1.12	100
2025-6-5 18:12:17:897	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.305	-0.061	0.122	75.71	-18.29	-175.51	-14.375	-53.500	70.883	0.12723	-0.10153	-0.60760	-0.77731	-2.5	10080.1.21	100
2025-6-5 18:12:17:949	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.488	-0.122	0.000	73.93	20.42	-36.35	-22.500	-88.375	-108.883	0.71918	0.60309	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:17:957	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.305	0.000	0.122	75.71	-18.29	-175.51	-14.875	-51.750	72.092	0.12723	-0.10153	-0.60760	-0.77731	-2.5	10080.1.21	100
2025-6-5 18:12:17:968	WTSDCL(FE:D5:86:66:1D:7C)	-0.236	-0.968	0.085	-0.061	1.221	1.709	-85.31	14.55	48.96	41.242	50.958	18.708	-0.62827	0.65042	0.19357	-0.38034	6.8	10092.1.12	100
2025-6-5 18:12:18:7	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.366	-0.122	0.000	73.93	20.42	-36.35	-22.500	-88.375	-108.883	0.71918	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:79	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	-0.061	0.122	75.71	-18.29	-175.52	-14.875	-51.750	72.092	0.12723	-0.10153	-0.60760	-0.77731	-2.5	10080.1.21	100
2025-6-5 18:12:18:90	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.970	0.088	0.061	1.404	0.549	-85.33	14.58	48.91	41.242	50.958	18.708	-0.62827	0.65042	0.19357	-0.38034	6.8	10092.1.12	100
2025-6-5 18:12:18:128	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.266	0.427	-0.122	0.000	73.93	20.42	-36.35	-22.500	-88.375	-108.883	0.71918	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:171	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.244	-0.061	0.122	75.71	-18.29	-175.53	-14.875	-51.750	72.092	0.12704	-0.10165	-0.60760	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:178	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.970	0.088	0.000	1.343	0.000	-85.35	14.54	48.89	41.358	50.800	19.067	-0.62827	0.65042	0.19357	-0.38034	6.8	10092.1.12	100
2025-6-5 18:12:18:219	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.366	-0.122	0.000	73.93	20.42	-36.35	-25.500	-88.875	-110.308	0.71918	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:266	WTSDCL(FE:D5:86:66:1D:7C)	-0.232	-0.971	0.086	0.000	1.587	-0.183	-85.36	14.51	48.85	41.358	50.800	19.067	-0.62827	0.65042	0.19357	-0.38034	6.8	10092.1.12	100
2025-6-5 18:12:18:293	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.305	0.000	0.122	75.71	-18.29	-175.53	-14.875	-51.750	72.092	0.12704	-0.10165	-0.60760	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:347	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.266	0.366	-0.122	0.000	73.93	20.42	-36.35	-25.500	-88.875	-110.308	0.71918	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:379	WT901BLE67(E9:8A:1A:DD:D5:28)	0.312	0.916	0.238	0.244	-0.061	0.122	75.71	-18.29	-175.54	-15.000	-50.750	72.067	0.12704	-0.10165	-0.60760	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:387	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.975	0.086	-0.244	1.465	-0.732	-85.40	14.36	48.77	41.358	50.800	19.067	-0.62912	0.65070	0.19424	-0.37808	6.8	10092.1.12	100
2025-6-5 18:12:18:397	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.266	0.427	-0.122	0.000	73.93	20.42	-36.35	-25.500	-88.875	-110.308	0.71921	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:482	WTSDCL(FE:D5:86:66:1D:7C)	-0.218	-0.971	0.083	-0.122	2.319	-2.625	-85.44	14.23	48.71	41.358	50.800	19.067	-0.62912	0.65070	0.19424	-0.37808	6.8	10092.1.12	100
2025-6-5 18:12:18:497	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.000	-0.061	0.061	75.71	-18.29	-175.55	-15.000	-50.750	72.067	0.12704	-0.10165	-0.60760	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:553	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.266	0.305	-0.122	0.000	73.93	20.42	-36.35	-25.500	-88.875	-110.308	0.71921	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:558	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.122	-0.061	0.122	75.71	-18.29	-175.55	-15.000	-50.750	72.067	0.12689	-0.10178	-0.60757	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:568	WTSDCL(FE:D5:86:66:1D:7C)	-0.214	-0.982	0.082	0.244	2.136	-5.615	-85.46	13.76	48.59	40.742	50.783	18.858	-0.62912	0.65070	0.19424	-0.37808	6.8	10092.1.12	100
2025-6-5 18:12:18:611	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.266	0.366	-0.183	0.000	73.93	20.42	-36.35	-24.750	-88.875	-114.317	0.71921	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:678	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.305	0.000	0.183	75.71	-18.29	-175.55	-15.000	-50.750	72.067	0.12689	-0.10178	-0.60757	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:690	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.977	0.087	-0.305	1.221	0.061	-85.48	13.38	48.52	40.742	50.783	18.858	-0.62912	0.65070	0.19424	-0.37808	6.8	10092.1.12	100
2025-6-5 18:12:18:731	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.267	0.366	-0.122	0.000	73.93	20.42	-36.35	-24.750	-88.875	-114.317	0.71921	0.60306	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:769	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.240	0.366	-0.061	0.183	75.71	-18.29	-175.56	-15.500	-48.875	72.017	0.12689	-0.10178	-0.60757	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:781	WTSDCL(FE:D5:86:66:1D:7C)	-0.218	-0.979	0.084	0.122	1.404	1.404	-85.50	13.41	48.54	40.742	50.783	18.858	-0.63202	0.64984	0.19867	-0.37238	6.8	10092.1.12	100
2025-6-5 18:12:18:819	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.908	0.265	0.427	-0.061	0.000	73.93	20.42	-36.35	-24.750	-88.875	-114.317	0.71921	0.60303	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:873	WTSDCL(FE:D5:86:66:1D:7C)	-0.215	-0.977	0.084	0.061	0.916	2.258	-85.48	13.54	48.59	40.742	50.783	18.858	-0.63202	0.64984	0.19867	-0.37238	6.8	10092.1.12	100
2025-6-5 18:12:18:891	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.427	-0.061	0.122	75.71	-18.28	-175.56	-15.500	-48.875	72.017	0.12689	-0.10178	-0.60757	-0.77734	-2.5	10080.1.21	100
2025-6-5 18:12:18:940	WT901BLE67(C1:AA:08:9C:D1:14)	-0.323	0.907	0.265	0.427	-0.061	0.000	73.93	20.42	-36.35	-24.750	-88.875	-114.317	0.71921	0.60303	-0.05994	-0.33966	-3.3	10080.1.21	100
2025-6-5 18:12:18:979	WT901BLE67(E9:8A:1A:DD:D5:28)	0.311	0.915	0.239	0.305	-0.122	0.061	75.71	-18.28	-175.57	-15.500	-48.875	72.017	0.12677	-0.10187	-0.60754	-0.77737	-2.5	10080.1.21	100
